"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Luken Baker","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".270",".328",".598",".258","","58","0.0","0.0","","-0.1","0.0","0.0","sa3008267"
"Jeremy Eierman","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".227",".278",".505",".219","","33","0.0","0.0","","-0.1","0.0","0.0","sa3007005"
"Tyler Frost","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".242",".309",".551",".238","","45","0.0","0.0","","-0.1","0.0","0.0","sa915857"
"Ricardo Andujar","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".246",".271",".517",".226","","34","0.0","0.0","","-0.1","0.0","0.0","sa658092"
"Ivan Bellazetin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".247",".278",".524",".229","","37","0.0","0.0","","-0.1","0.0","0.0","sa508654"
"Edgar Robles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".263",".299",".562",".245","","47","0.0","0.0","","-0.1","0.0","0.0","sa3005272"
"Madison Stokes","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".244",".318",".562",".241","","43","0.0","0.0","","-0.1","0.0","0.0","sa3008076"
"Yeyson Yrizarri","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".233",".277",".510",".221","","34","0.0","0.0","","-0.1","0.0","0.0","sa828293"
"Jack Sundberg","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".282",".289",".571",".253","","49","0.0","0.0","","-0.1","0.0","0.0","sa913277"
"Brandon Van Horn","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".240",".279",".519",".226","","38","0.0","0.0","","-0.1","0.0","0.0","sa918436"
"Welfrin Mateo","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".247",".284",".531",".231","","39","0.0","0.0","","-0.1","0.0","0.0","sa827963"
"Eugene Helder","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".249",".294",".543",".236","","41","0.0","0.0","","-0.1","0.0","0.0","sa826786"
"Blake Hunt","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".234",".268",".502",".219","","32","0.0","0.0","","-0.1","0.0","0.0","sa3004153"
"Eric Cole","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".260",".299",".559",".244","","45","0.0","0.0","","-0.1","0.0","0.0","sa3008268"
"Tucupita Marcano","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".250",".272",".521",".228","","38","0.0","0.0","","-0.1","0.0","0.0","sa3002857"
"Brent Diaz","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".238",".274",".512",".225","","32","0.0","0.0","","-0.1","0.0","0.0","sa3004297"
"Willie MacIver","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".255",".315",".570",".245","","32","0.0","0.0","","-0.1","0.0","0.0","sa3007828"
"Bernabe Camargo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".246",".272",".518",".227","","35","0.0","0.0","","-0.1","0.0","0.0","sa3006881"
"Michael Smith","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".252",".287",".539",".235","","45","0.0","0.0","","-0.1","0.0","0.0","sa3004997"
"Iker Franco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".235",".275",".510",".223","","32","0.0","0.0","","-0.1","0.0","0.0","sa203900"
"Jake Ring","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".255",".308",".563",".245","","47","0.0","0.0","","-0.1","0.0","0.0","sa918728"
"Trent Gilbert","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".241",".278",".520",".226","","39","0.0","0.0","","-0.1","0.0","0.0","sa599526"
"Craig Dedelow","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".237",".320",".557",".238","","45","0.0","0.0","","-0.1","0.0","0.0","sa918840"
"Jon Del Campo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".246",".307",".553",".237","","42","0.0","0.0","","-0.1","0.0","0.0","sa328104"
"Moises Gomez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".239",".309",".548",".235","","45","0.0","0.0","","-0.1","0.0","0.0","sa875163"
"Abrahan Gutierrez","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".238",".274",".512",".224","","32","0.0","0.0","","-0.1","0.0","0.0","sa3004263"
"Omar Obregon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".251",".267",".518",".227","","35","0.0","0.0","","-0.1","0.0","0.0","sa657232"
"Austin Shenton","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".232",".292",".524",".226","","38","0.0","0.0","","-0.1","0.0","0.0","sa3009869"
"Telmito Agustin","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".260",".328",".588",".252","","49","0.0","0.0","","-0.1","0.0","0.0","sa828321"
"Correlle Prime","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".265",".338",".603",".259","","56","0.0","0.0","","-0.1","0.0","0.0","sa658187"
"Richie Fecteau","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".244",".301",".545",".235","","41","0.0","0.0","","-0.1","0.0","0.0","sa827319"
"Julio Pablo Martinez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".259",".329",".588",".253","","44","0.0","0.0","","-0.1","0.0","0.0","sa3005607"
"Omar Renteria","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".239",".261",".499",".220","","31","0.0","0.0","","-0.1","0.0","0.0","sa549398"
"Chandler Taylor","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".244",".297",".541",".235","","45","0.0","0.0","","-0.1","0.0","0.0","sa3006654"
"Brock Deatherage","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".247",".318",".565",".241","","44","0.0","0.0","","-0.1","0.0","0.0","sa3006848"
"Yancarlo Angulo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".262",".301",".563",".246","","47","0.0","0.0","","-0.1","0.0","0.0","sa329105"
"Ty Moore","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".261",".305",".566",".246","","49","0.0","0.0","","-0.1","0.0","0.0","sa658629"
"Dan Rizzie","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".234",".251",".485",".214","","32","0.0","0.0","","-0.1","0.0","0.0","sa873964"
"Christian Zazueta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".242",".313",".555",".237","","41","0.0","0.0","","-0.1","0.0","0.0","sa508617"
"Lorenzo Cedrola","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".267",".317",".584",".252","","49","0.0","0.0","","-0.1","0.0","0.0","sa872850"
"Ruben Cardenas","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".244",".304",".548",".235","","44","0.0","0.0","","-0.1","0.0","0.0","sa3007505"
"Matt Winaker","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".258",".289",".547",".240","","49","0.0","0.0","","-0.1","0.0","0.0","sa3004506"
"Ricardo Genoves","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".227",".270",".497",".216","","32","0.0","0.0","","-0.1","0.0","0.0","sa916844"
"Tyreque Reed","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".271",".354",".624",".267","","54","0.0","0.0","","-0.1","0.0","0.0","sa3004163"
"Dillon Dobson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".343",".603",".258","","56","0.0","0.0","","-0.1","0.0","0.0","sa875376"
"Carlos Colmenares","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".249",".299",".548",".237","","42","0.0","0.0","","-0.1","0.0","0.0","sa328821"
"Sergio Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".263",".306",".569",".245","","47","0.0","0.0","","-0.1","0.0","0.0","sa508059"
"Alex Destino","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".249",".301",".549",".237","","44","0.0","0.0","","-0.1","0.0","0.0","sa3004031"
"Jesse Berardi","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".244",".283",".527",".229","","33","0.0","0.0","","-0.1","0.0","0.0","sa829838"
"Wuilmer Becerra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".260",".301",".560",".244","","46","0.0","0.0","","-0.1","0.0","0.0","sa659205"
"Nathan Rodriguez","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".239",".271",".510",".224","","31","0.0","0.0","","-0.1","0.0","0.0","sa829785"
"Malik Collymore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".248",".290",".537",".234","","40","0.0","0.0","","-0.1","0.0","0.0","sa737908"
"Torii Hunter Jr.","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".274",".534",".236","","44","0.0","0.0","","-0.1","0.0","0.0","sa738667"
"Jay Schuyler","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".244",".271",".515",".226","","31","0.0","0.0","","-0.1","0.0","0.0","sa3006662"
"Jonathan Aranda","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".245",".269",".514",".225","","38","0.0","0.0","","-0.1","0.0","0.0","sa919293"
"Ulrich Bojarski","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".240",".326",".567",".241","","44","0.0","0.0","","-0.1","0.0","0.0","sa3004381"
"Walter Ibarra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".251",".267",".519",".227","","35","0.0","0.0","","-0.1","0.0","0.0","sa314143"
"Dalton Guthrie","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".243",".293",".536",".231","","37","0.0","0.0","","-0.1","0.0","0.0","sa829836"
"Wenceel Perez","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".242",".270",".512",".223","","32","0.0","0.0","","-0.1","0.0","0.0","sa3003326"
"Connor Myers","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".257",".316",".573",".247","","48","0.0","0.0","","-0.1","0.0","0.0","sa918641"
"Blaine Prescott","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".241",".300",".541",".234","","40","0.0","0.0","","-0.1","0.0","0.0","sa829215"
"Blaze Alexander","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".245",".283",".529",".231","","36","0.0","0.0","","-0.1","0.0","0.0","sa3007742"
"Juan Fernandez","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".232",".266",".498",".218","","31","0.0","0.0","","-0.1","0.0","0.0","sa917824"
"Bryan Lavastida","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".237",".265",".502",".220","","27","0.0","0.0","","-0.1","0.0","0.0","sa3006917"
"James Nelson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".246",".286",".532",".231","","42","0.0","0.0","","-0.1","0.0","0.0","sa875753"
"Lenyn Sosa","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".232",".272",".504",".218","","32","0.0","0.0","","-0.1","0.0","0.0","sa3004051"
"Eduardo Arredondo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".264",".302",".566",".246","","48","0.0","0.0","","-0.1","0.0","0.0","sa508008"
"Nick Hutchins","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".226",".274",".500",".216","","26","0.0","0.0","","-0.1","0.0","0.0","sa3004395"
"Matt Vierling","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".257",".317",".574",".247","","48","0.0","0.0","","-0.1","0.0","0.0","sa3006781"
"Simon Muzziotti","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".265",".308",".573",".248","","48","0.0","0.0","","-0.1","0.0","0.0","sa917376"
"Brandon Brosher","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".221",".276",".497",".217","","29","0.0","0.0","","-0.1","0.0","0.0","sa738646"
"Cleuluis Rondon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".246",".265",".511",".225","","34","0.0","0.0","","-0.1","0.0","0.0","sa596998"
"Stuart Levy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".233",".257",".490",".217","","29","0.0","0.0","","-0.1","0.0","0.0","sa875870"
"Jose Sermo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".245",".307",".552",".237","","38","0.0","0.0","","-0.1","0.0","0.0","sa503812"
"Roberto Alvarez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".221",".257",".478",".208","","26","0.0","0.0","","-0.1","0.0","0.0","sa917107"
"Oliver Nunez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".242",".272",".514",".225","","34","0.0","0.0","","-0.1","0.0","0.0","sa828147"
"Kyle Nowlin","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".249",".282",".531",".233","","43","0.0","0.0","","-0.1","0.0","0.0","sa876028"
"Gilberto Mejia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".258",".282",".540",".237","","42","0.0","0.0","","-0.1","0.0","0.0","sa201453"
"Francisco Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".273",".325",".598",".258","","55","0.0","0.0","","-0.1","0.0","0.0","sa452248"
"Anthony Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".255",".306",".561",".243","","45","0.0","0.0","","-0.1","0.0","0.0","sa826672"
"Jacob Pearson","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".252",".300",".552",".239","","43","0.0","0.0","","-0.1","0.0","0.0","sa3004722"
"Malcom Nunez","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".237",".305",".541",".232","","41","0.0","0.0","","-0.1","0.0","0.0","sa3008113"
"Matt McPhearson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".263",".288",".551",".242","","45","0.0","0.0","","-0.1","0.0","0.0","sa737783"
"Kyri Washington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".248",".320",".568",".244","","43","0.0","0.0","","-0.1","0.0","0.0","sa857813"
"Daniel Schneemann","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".244",".274",".518",".227","","31","0.0","0.0","","-0.1","0.0","0.0","sa3006936"
"Jacob Rhinesmith","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".270",".304",".574",".249","","47","0.0","0.0","","-0.1","0.0","0.0","sa3006729"
"Lana Akau","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".230",".264",".494",".216","","28","0.0","0.0","","-0.1","0.0","0.0","sa738553"
"Nathan Eaton","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".249",".282",".531",".231","","36","0.0","0.0","","-0.1","0.0","0.0","sa3007074"
"Bubba Hollins","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".245",".284",".529",".230","","41","0.0","0.0","","-0.1","0.0","0.0","sa829697"
"Jeison Guzman","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".239",".275",".514",".223","","31","0.0","0.0","","-0.1","0.0","0.0","sa914314"
"Dylan Tice","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".249",".284",".533",".233","","39","0.0","0.0","","-0.1","0.0","0.0","sa876269"
"Seaver Whalen","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".232",".282",".514",".223","","37","0.0","0.0","","-0.1","0.0","0.0","sa3003939"
"Carlos Sepulveda","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".258",".518",".230","","41","0.0","0.0","","-0.1","0.0","0.0","sa877338"
"Christian Williams","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".256",".329",".585",".251","","52","0.0","0.0","","-0.1","0.0","0.0","sa829560"
"Mark Laird","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".265",".300",".565",".246","","47","0.0","0.0","","-0.1","0.0","0.0","sa827130"
"Branden Boggetto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".249",".283",".532",".232","","39","0.0","0.0","","-0.1","0.0","0.0","sa918584"
"Demi Orimoloye","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".240",".312",".551",".237","","43","0.0","0.0","","-0.1","0.0","0.0","sa875027"
"Braxton Davidson","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".257",".310",".566",".247","","47","0.0","0.0","","-0.1","0.0","0.0","sa828679"
"Matt Reistetter","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".241",".266",".506",".223","","30","0.0","0.0","","-0.1","0.0","0.0","sa707779"
"Juan Aparicio","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".228",".282",".510",".221","","30","0.0","0.0","","-0.1","0.0","0.0","sa3002710"
"Gunnar Troutwine","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".229",".239",".468",".209","","25","0.0","0.0","","-0.1","0.0","0.0","sa3006785"
"Jean Angomas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".257",".300",".557",".242","","45","0.0","0.0","","-0.1","0.0","0.0","sa737090"
"Jefrey Ramos","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".253",".323",".576",".247","","47","0.0","0.0","","-0.1","0.0","0.0","sa923039"
"Jacob Nottingham","Brewers","2","6","6","1","0","0","0","1","1","0","2","0","0","0","",".207",".274",".342",".616",".265","","59","0.0","0.0","","-0.3","0.1","0.0","16448"
"Taylor Bryant","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".243",".265",".508",".224","","33","0.0","0.0","","-0.1","0.0","0.0","sa3004607"
"Jordan Diaz","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".230",".290",".521",".223","","36","0.0","0.0","","-0.1","0.0","0.0","sa3003221"
"Jean Carrillo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".235",".249",".484",".214","","25","0.0","0.0","","-0.1","0.0","0.0","sa828250"
